element,original_line,scene_abbreviation,original_content,element_type,element_text,section_depth,scene_number,is_centered,is_dual_dialogue
Scene Heading: RIVER - DAY,216,EXT.,EXT.  RIVER - DAY,Scene Heading,RIVER - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward stares intently into the water, a lion in wait.",218,.,"Edward stares intently into the water, a lion in wait.",Action,"Edward stares intently into the water, a lion in wait.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.)
In telling the story of my father's life, it's impossible to separate the fact from the fiction, the man from the myth.  The best I can do is to tell it the way he told me.",220,.,WILL (V.O.),Action,"WILL (V.O.)
In telling the story of my father's life, it's impossible to separate the fact from the fiction, the man from the myth.  The best I can do is to tell it the way he told me.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: We LOOK DOWN at the river, where Edward's reflection is caught in the dark water.  As the water ripples past, something changes.",223,.,"We LOOK DOWN at the river, where Edward's reflection is caught in the dark water.  As the water ripples past, something changes.  ",Action,"We LOOK DOWN at the river, where Edward's reflection is caught in the dark water.  As the water ripples past, something changes.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Sure enough, as we LOOK UP again, it's a younger EDWARD BLOOM, 20's, staring into the water.  He's not just handsome, not just charming.  It's as if all the forces of the natural world had conspired to create him.",225,.,"Sure enough, as we LOOK UP again, it's a younger EDWARD BLOOM, 20's, staring into the water.  He's not just handsome, not just charming.  It's as if all the forces of the natural world had conspired to create him.",Action,"Sure enough, as we LOOK UP again, it's a younger EDWARD BLOOM, 20's, staring into the water.  He's not just handsome, not just charming.  It's as if all the forces of the natural world had conspired to create him.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.) (CONT'D)
It doesn't always make sense, and most of it never happened.",227,.,WILL (V.O.) (CONT'D),Action,"WILL (V.O.) (CONT'D)
It doesn't always make sense, and most of it never happened.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Suddenly, this Edward thrusts both hands into the water, grabbing hold of",230,.,"Suddenly, this Edward thrusts both hands into the water, grabbing hold of",Action,"Suddenly, this Edward thrusts both hands into the water, grabbing hold of",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: THE BEAST.,232,.,THE BEAST.,Action,THE BEAST.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He brings the catfish up to his face.  Looks it right in the eye.  A beat, then the Beast spits out Edward's gold ring.",234,.,"He brings the catfish up to his face.  Looks it right in the eye.  A beat, then the Beast spits out Edward's gold ring.",Action,"He brings the catfish up to his face.  Looks it right in the eye.  A beat, then the Beast spits out Edward's gold ring.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.) (CONT'D)
But that's what kind of story this is.",236,.,WILL (V.O.) (CONT'D),Action,"WILL (V.O.) (CONT'D)
But that's what kind of story this is.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Smiling, Edward takes the ring, then throws the Beast back into the water with a splash.",239,.,"Smiling, Edward takes the ring, then throws the Beast back into the water with a splash.",Action,"Smiling, Edward takes the ring, then throws the Beast back into the water with a splash.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: TITLE OVER:,241,.,TITLE OVER:,Action,TITLE OVER:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: _BIG FISH_,243,.,> _BIG FISH_ <,Action,_BIG FISH_,0,,True,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL ROOM - DAY,245,INT.,INT.  HOSPITAL ROOM - DAY  ,Scene Heading,HOSPITAL ROOM - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Young Dr. Bennett stands between the Wife's legs.  She's flustered and sweating, but the doctor has a comforting bedside manner...",247,.,"Young Dr. Bennett stands between the Wife's legs.  She's flustered and sweating, but the doctor has a comforting bedside manner...",Action,"Young Dr. Bennett stands between the Wife's legs.  She's flustered and sweating, but the doctor has a comforting bedside manner...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: YOUNG DR. BENNETT
Now, Mrs. Bloom, I'll need you to give me one good push.  On three.  One...",249,.,YOUNG DR. BENNETT,Action,"YOUNG DR. BENNETT
Now, Mrs. Bloom, I'll need you to give me one good push.  On three.  One...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Suddenly, we hear a POP as a slimy mass of human being rockets into the doctor's unprepared hands.  Bennett tries to hold tight, but the infant is slippery like a fish.  It shoots up into air.",252,.,"Suddenly, we hear a POP as a slimy mass of human being rockets into the doctor's unprepared hands.  Bennett tries to hold tight, but the infant is slippery like a fish.  It shoots up into air.",Action,"Suddenly, we hear a POP as a slimy mass of human being rockets into the doctor's unprepared hands.  Bennett tries to hold tight, but the infant is slippery like a fish.  It shoots up into air.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The NURSES and the Husband try to grab the baby, but no one can hold it.  As the newborn sails upward TOWARDS CAMERA, we can see a GIGGLING SMILE on its face.",254,.,"The NURSES and the Husband try to grab the baby, but no one can hold it.  As the newborn sails upward TOWARDS CAMERA, we can see a GIGGLING SMILE on its face.",Action,"The NURSES and the Husband try to grab the baby, but no one can hold it.  As the newborn sails upward TOWARDS CAMERA, we can see a GIGGLING SMILE on its face.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As it falls, the newborn knocks over a tray, which provides it a ramp to slide right out of the room.  Everyone races after it.",256,.,"As it falls, the newborn knocks over a tray, which provides it a ramp to slide right out of the room.  Everyone races after it.",Action,"As it falls, the newborn knocks over a tray, which provides it a ramp to slide right out of the room.  Everyone races after it.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL HALLWAY - DAY,258,INT.,INT.  HOSPITAL HALLWAY - DAY  ,Scene Heading,HOSPITAL HALLWAY - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Bursting through the doors --,260,.,Bursting through the doors --,Action,Bursting through the doors --,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: YOUNG DR. BENNETT
Grab that baby!",262,.,YOUNG DR. BENNETT,Action,"YOUNG DR. BENNETT
Grab that baby!",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: A NURSE finally scoops up the slippery baby.  Everyone lets out a collective sigh of relief.,265,.,A NURSE finally scoops up the slippery baby.  Everyone lets out a collective sigh of relief.,Action,A NURSE finally scoops up the slippery baby.  Everyone lets out a collective sigh of relief.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.)
My father's birth would set the pace for his unlikely life.  No longer than most men's, but larger.  And as strange as his stories got, the endings were always the most surprising of all.",267,.,WILL (V.O.),Action,"WILL (V.O.)
My father's birth would set the pace for his unlikely life.  No longer than most men's, but larger.  And as strange as his stories got, the endings were always the most surprising of all.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HALF-DARK PARIS APARTMENT - (PRESENT) DAY,270,INT.,INT.  HALF-DARK PARIS APARTMENT - (PRESENT) DAY,Scene Heading,HALF-DARK PARIS APARTMENT - (PRESENT) DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Over the sound of rain, a phone RINGS on a chair.  By the tone of the ring, we know we're not in the U.S. -- it has that insistent European sound.",272,.,"Over the sound of rain, a phone RINGS on a chair.  By the tone of the ring, we know we're not in the U.S. -- it has that insistent European sound.  ",Action,"Over the sound of rain, a phone RINGS on a chair.  By the tone of the ring, we know we're not in the U.S. -- it has that insistent European sound.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As it keeps RINGING, we look to see the apartment is mostly empty, just a few half-unpacked boxes.  A cradle is still in its carton.",274,.,"As it keeps RINGING, we look to see the apartment is mostly empty, just a few half-unpacked boxes.  A cradle is still in its carton.",Action,"As it keeps RINGING, we look to see the apartment is mostly empty, just a few half-unpacked boxes.  A cradle is still in its carton.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: KEYS in the lock.  LAUGHTER in the hallway.  The door swings open to reveal a drenched Will (29) carrying four sacks of groceries, the bottoms collapsing from the rain.  His wife Josephine (28) pushes past him to get the phone.",276,.,"KEYS in the lock.  LAUGHTER in the hallway.  The door swings open to reveal a drenched Will (29) carrying four sacks of groceries, the bottoms collapsing from the rain.  His wife Josephine (28) pushes past him to get the phone.  ",Action,"KEYS in the lock.  LAUGHTER in the hallway.  The door swings open to reveal a drenched Will (29) carrying four sacks of groceries, the bottoms collapsing from the rain.  His wife Josephine (28) pushes past him to get the phone.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,278,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Dialogue: Allo oui?,279,.,Allo oui?,Dialogue,Allo oui?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will begins stripping out of his wet clothes, each layer unleashing a new drizzle.  He plays it up, trying to get a reaction out of Josephine.",281,.,"Will begins stripping out of his wet clothes, each layer unleashing a new drizzle.  He plays it up, trying to get a reaction out of Josephine.",Action,"Will begins stripping out of his wet clothes, each layer unleashing a new drizzle.  He plays it up, trying to get a reaction out of Josephine.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: JOSEPHINE (CONT'D)
(on phone)
Yes, he's here.",283,.,JOSEPHINE (CONT'D),Action,"JOSEPHINE (CONT'D)
(on phone)
Yes, he's here.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: She hands the phone to Will, concerned.",287,.,"She hands the phone to Will, concerned.",Action,"She hands the phone to Will, concerned.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: JOSEPHINE (CONT'D)
It's your mother.",289,.,JOSEPHINE (CONT'D),Action,"JOSEPHINE (CONT'D)
It's your mother.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Half-stripped, Will takes the phone.  This won't be good news.",292,.,"Half-stripped, Will takes the phone.  This won't be good news.",Action,"Half-stripped, Will takes the phone.  This won't be good news.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,294,.,WILL,Character,WILL,0,,False,False
Parenthetical: (on phone),295,.,(on phone),Parenthetical,(on phone),0,,False,False
Dialogue: Hi.  Uh-huh.  Uh-huh.,296,.,Hi.  Uh-huh.  Uh-huh.,Dialogue,Hi.  Uh-huh.  Uh-huh.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: As Josephine takes off her rain coat, we see she is very, very pregnant.  She listens carefully to Will's side of the conversation, trying to gauge how bad the news is.",298,.,"As Josephine takes off her rain coat, we see she is very, very pregnant.  She listens carefully to Will's side of the conversation, trying to gauge how bad the news is.",Action,"As Josephine takes off her rain coat, we see she is very, very pregnant.  She listens carefully to Will's side of the conversation, trying to gauge how bad the news is.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (CONT'D)
What does Dr. Bennett say?  Okay.  No, sure, let me talk to him.   I'll wait.",300,.,WILL (CONT'D),Action,"WILL (CONT'D)
What does Dr. Bennett say?  Okay.  No, sure, let me talk to him.   I'll wait.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: He covers the mouthpiece.  Looks over to Josephine.,303,.,He covers the mouthpiece.  Looks over to Josephine.,Action,He covers the mouthpiece.  Looks over to Josephine.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,305,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Dialogue: It's bad.,306,.,It's bad.,Dialogue,It's bad.,0,,False,False
